id,Collection Name,Files,File sources,Tags,Dublin Core : Title,Dublin Core : Description,Dublin Core : Creator,Dublin Core : Source,Dublin Core : Publisher,Dublin Core : Date,timestamp,Dublin Core : Contributor,Dublin Core : Rights,Dublin Core : Format,Dublin Core : Type,Dublin Core : Is Part Of,Dublin Core : Is Referenced By,Dublin Core : References,Dublin Core : Medium,Dublin Core : Rights Holder
1,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/c3084b6e5b9eb942cf313713196bc20a.JPG,BG_NINA_MALLARINO.JPG,,Retrato de la niña Mallarino Dávila.,Copia de una ilustración publicada en la revista VIDA dirigida por Santiago Martinez Delgado,Beatriz González,,,1948,1948-01-01T00:00:00Z,Juan Rodríguez Varón,,28.6x24.5 cm,obra,"2011 Beatriz González La Comedia y la Tragedia MAMM, Medellín","2011 Catálogo Beatriz González La Comedia y la Tragedia MAMM, Medellín",,Pastel sobre papel,Beatriz González
2,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/a5d94a5d2322223f8b0fe8d2e80a0f4c.JPG,BG_DAPRES_DEGAS.JPG,,D'Après Degas,Dibujo a partir de una pintura de Edgar Degas,Beatriz González,,,1955,1955-01-01T00:00:00Z,Juan Rodríguez Varón,,31x21.5 cm,obra,,,,Carboncillo sobre papel,Beatriz González
3,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/7e699bd20e27a29a15db325275b20c2b.JPG,BG_ESTUDIO_UNIVERSIDAD.JPG,,Estudio,Estudio de clase con Armando Villegas,Beatriz González,,,1959,1959-01-01T00:00:00Z,Juan Rodríguez Varón,,63x48 cm,obra,,,,Carboncillo sobre papel,Beatriz González
4,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/07150fedb3ca724f435b4f982189dd39.JPG,BG_ESTUDIO_CLASE_ARMANDO-VILLEGAS.JPG,,Estudio de clase con Armando Villegas,,Beatriz González,,,1959,1959-01-01T00:00:00Z,Juan Rodríguez Varón,,82x44.5 cm,obra,,,,Óleo sobre tela,Beatriz González
5,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/e962ef67d3a923299e99c680c27c1156.JPG,BG_ESTUDIO_CLASE_MANZUR.JPG,,Estudio de clase con David Manzur,,Beatriz González,,,1959,1959-01-01T00:00:00Z,Juan Rodríguez Varón,,22x36.5 cm,obra,,,,Monotipo,Beatriz González
6,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/5c3682512b500fca51051ddbe1b49ecf.JPG,BG_GALLO.JPG,,Gallo,,Beatriz González,,,1959,1959-01-01T00:00:00Z,Juan Rodríguez Varón,,63x28 cm,obra,,,,Carboncillo sobre papel,Beatriz González
7,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/cb2f9670c5235182f90ad545b9243365.JPG,BG_BODEGON1.JPG,,Bodegón (I),,Beatriz González,,,1960,1960-01-01T00:00:00Z,Juan Rodríguez Varón,,48.5 x 63.5 cm,obra,,,,Carboncillo sobre papel,Beatriz González
8,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/4a88ff0edc0f088ca8eda32823ee84d3.JPG,BG_BODEGON2.JPG,,Bodegón (II),,Beatriz González,,,1960,1960-01-01T00:00:00Z,Juan Rodríguez Varón,,48 x 63 cm,obra,,,,Carboncillo sobre papel,Beatriz González
9,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/10f0783103ea64bdcd24c5332d132b3f.JPG,BG_BODEGON3JPG.JPG,,Bodegón (III),,Beatriz González,,,1960,1960-01-01T00:00:00Z,Juan Rodríguez Varón,,48 x 63 cm,obra,,,,Carboncillo sobre papel,Beatriz González
10,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/2088bca79d6a6973fbd954cddcee1b22.JPG,BG_BODEGON4.JPG,,Bodegón (IV),Serie de bodegones en clase con Hena Rodríguez,Beatriz González,,,1960,1960-01-01T00:00:00Z,Juan Rodríguez Varón,,63 x 48 cm,obra,,,,Carboncillo sobre papel,Beatriz González
11,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/7aaa63f2ac70677e789d19694df34fa2.JPG,BG_BODEGON5.JPG,,Bodegón (V),,Beatriz González,,,1960,1960-01-01T00:00:00Z,Juan Rodríguez Varón,,48.5 x 63.5 cm,obra,,,,Carboncillo sobre papel,Beatriz González
12,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/800b61f91bddfd80f82ae42c6249a8de.JPG,BG_BODEGON6.JPG,,Bodegón (VI),,Beatriz González,,,1960,1960-01-01T00:00:00Z,Juan Rodríguez Varón,,48 x 63 cm,obra,,,,Pastel sobre papel,Beatriz González
13,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/54e53697c0aa35cd922035c8f009530f.JPG,BG_BODEGON7.JPG,,Bodegón (VII),,Beatriz González,,,1960,1960-01-01T00:00:00Z,Juan Rodríguez Varón,,48 x 63 cm,obra,,,,Carboncillo sobre papel,Beatriz González
14,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/1fed5c2900f96be95bcc38b08ee5d29f.JPG,BG_BODEGON8.JPG,,Bodegón (VIII),,Beatriz González,,,1960,1960-01-01T00:00:00Z,Juan Rodríguez Varón,,65 x 50 cm,obra,,,,Carboncillo sobre papel,Beatriz González
15,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/fd9ad928d67cc606ca34e425f39266a9.JPG,BG_CABEZA.JPG,,Cabeza,,Beatriz González,,,1960,1960-01-01T00:00:00Z,Juan Rodríguez Varón,,63.5 x 48 cm,obra,"2011 Beatriz González La Comedia y la Tragedia MAMM, Medellín","2011 Catálogo Beatriz González La Comedia y la Tragedia MAMM, Medellín",,Carboncillo sobre papel,Beatriz González
16,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/92ae1b2abb46db2b05442c84f165e145.JPG,BG_CABEZA_DE_MUJER.JPG,,Cabeza de mujer,,Beatriz González,,,1960,1960-01-01T00:00:00Z,Juan Rodríguez Varón,,63x48.5 cm,obra,"2011 Beatriz González La Comedia y la Tragedia MAMM, Medellín","2011 Catálogo Beatriz González La Comedia y la Tragedia MAMM, Medellín",,Carboncillo sobre papel,Beatriz González
17,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/d37cecc3be2e981ee1c426e74fdcc79e.JPG,BG_DESNUDO_CON_CANTARO.JPG,,Desnudo con cántaro,,Beatriz González,,,1960,1960-01-01T00:00:00Z,Juan Rodríguez Varón,,62.7 x 48 cm,obra,,,,Carboncillo sobre papel,Beatriz González
18,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/0c32ede4a7f50057621c0e1468ede0d2.JPG,BG_DESNUDO_MUJER.JPG,,Desnudo de mujer,,Beatriz González,,,1960,1960-01-01T00:00:00Z,Juan Rodríguez Varón,,63.3 x 48 cm,obra,,,,Carboncillo sobre papel,Beatriz González
19,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/ab312a4f280993f014b2d33f993e2a81.JPG,BG_DESNUDO_MUJER_1.JPG,,Desnudo de mujer,,Beatriz González,,,1960,1960-01-01T00:00:00Z,Juan Rodríguez Varón,,63.3 x 48 cm,obra,,,,Carboncillo sobre papel,Beatriz González
20,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/212f6fe5c76f73adc6b2392486dfaee3.JPG,BG_DESNUDO_MUJER_CON_CANTARO.JPG,,Desnudo de mujer con cántaro,,Beatriz González,,,1960,1960-01-01T00:00:00Z,Juan Rodríguez Varón,,63.5 x 48.5 cm,obra,,,,Carboncillo sobre papel,Beatriz González
21,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/c11232ed3bdc3d7096a227840a903ad1.JPG,BG_PAISAJE_URBANO.JPG,,Paisaje Urbano,,Beatriz González,,,1960,1960-01-01T00:00:00Z,Juan Rodríguez Varón,,50 x 65 cm,obra,,,,Carboncillo sobre papel,Beatriz González
22,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/00f17cf1e715d2d14cb263602bc366f7.JPG,BG_RETRATO_MUJER_1.JPG,,Retrato de mujer (I),,Beatriz González,,,1960,1960-01-01T00:00:00Z,Juan Rodríguez Varón,,63 x 48 cm,obra,,,,Carboncillo sobre papel,Beatriz González
23,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/2ff6591a0ad00d30bf8a6f6400bb5abd.JPG,BG_RETRATO_MUJER_2.JPG,,Ensayo cubista,,Beatriz González,,,1960,1960-01-01T00:00:00Z,Juan Rodríguez Varón,,63 x 48 cm,obra,,,,Carboncillo sobre papel,Beatriz González
24,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/e2fff174a2b516fbd93d9ba3a781b7f9.JPG,BG_RETRATO_MUJER_3.JPG,,Ensayo fuera de clase,,Beatriz González,,,1960,1960-01-01T00:00:00Z,Juan Rodríguez Varón,,65x50 cm,obra,,,,Pastel sobre papel,Beatriz González
25,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/945776c11df5dec5c9b35f6fcba38127.JPG,BG_OBRA_UNIVERSIDAD_012.JPG,,Torso de hombre,,Beatriz González,,,1960,1960-01-01T00:00:00Z,Juan Rodríguez Varón,,48x63 cm,obra,,,,Carboncillo sobre papel,Beatriz González
26,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/04e4001c6ca7a1769eb55a9e460b77bc.JPG,BG_LIZELOTE.JPG,,Lizelote,Retrato de compañera de clase de filosofía.,Beatriz González,,,1961,1961-01-01T00:00:00Z,Juan Rodríguez Varón,,59.5 x 44.6 cm,obra,"2011 Beatriz González La Comedia y la Tragedia MAMM, Medellín,
1961 Exposición de estudiantes de la Universidad de los Andes","2011 Catálogo Beatriz González La Comedia y la Tragedia MAMM, Medellín",,Témpera sobre papel,Beatriz González
27,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/6e8fd4db7fe11924783031f2afb1c277.JPG,BG_BODEGON_10.JPG,,Bodegón (X),,Beatriz González,,,1960,1960-01-01T00:00:00Z,Juan Rodríguez Varón,,70 x 100 cm,obra,,,,Carboncillo sobre papel,Beatriz González
28,1960-1969,,,,Bodegón (IX),,Beatriz González,,,1960,1960-01-01T00:00:00Z,,,,obra,,,,,"María Fernanda Moreno González-Jorge González Aranda, Bucaramanga"
29,1960-1969,,,,Desnudo,,Beatriz González,,,1962,1962-01-01T00:00:00Z,,,70 x 35 cm,obra,,,,Óleo sobre lienzo,Enrique Ogliastri (?) España
30,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/cefd947a648bf2369291ebe49a9e31e3.JPG,BG_ESTUDIO_CLASE_RODA.JPG,,Estudio de clase con Juan Antonio Roda,,Beatriz González,,,1962,1962-01-01T00:00:00Z,Juan Rodríguez Varón,,93 x 70.5 cm,obra,"2011 Beatriz González La Comedia y la Tragedia MAMM, Medellín","2011 Catálogo Beatriz González La Comedia y la Tragedia MAMM, Medellín",,Óleo sobre lienzo,Beatriz González
31,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/58401348b7920f7a1f7b52d07862f11b.JPG,BG_OBRA_UNIVERSIDAD_010.JPG,,Estudio (desnudo),,Beatriz González,,,1962,1962-01-01T00:00:00Z,Juan Rodríguez Varón,,69x99 cm,obra,,,,Óleo sobre papel,Beatriz González
32,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/d552bed79e012962c8d4320b4b699955.JPG,Manzana 01.JPG,,Manzana (I),,Beatriz González,,,1962,1962-01-01T00:00:00Z,Laura Jiménez,,51.5 x 31.5 cm,obra,"2011 Beatriz González La Comedia y la Tragedia MAMM, Medellín","2011 Catálogo Beatriz González La Comedia y la Tragedia MAMM, Medellín",,Óleo sobre cartón,Alberto Sierra / Medellín
33,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/4148bc0cb8cf7164f780661d94294bfd.JPG,Version de la Rendición de Breda 1.JPG,,Versión de la Rendición de Breda (I),,Beatriz González,,,1962,1962-01-01T00:00:00Z,Desconocido,,100 x 70 cm,obra,"1984 Beatriz González Exposición Retrospectiva 1962-1984 Museo de Arte Moderno de Bogotá ,
1962 Pinturas. Beatriz González, Camila Loboguerrero, Gloria Martínez Castillo y Ligia Jiménez . Sociedad Económica de Amigos del País","1988 Beatriz González Una pintora de Provincia Carlos Valencia Editores,",BG_FUENTES_RENDICION_BREDA.TIFF,Óleo sobre lienzo,"Herederos de Ramiro Castro, Bogotá"
34,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/0bf5a0985c18230aa5b399ecf919a403.JPG,Version de la Rendicion de Breda 3.JPG,,Versión de la Rendición de Breda (III),,Beatriz González,,,1962,1962-01-01T00:00:00Z,Juan Rodríguez Varón,,50 x 100 cm,obra,"2011 Beatriz González La comedia y la Tragedia. Retrospectiva. Museo de Arte Moderno de Medellín,
1984 Beatriz González Exposición Retrospectiva 1962-1984 Museo de Arte Moderno de Bogotá,
1962 Pinturas. Beatriz González, Camila Loboguerrero, Gloria Martínez Castillo y Ligia Jiménez. Sociedad Económica de Amigos del País","2011 Catálogo Beatriz González La comedia y la Tragedia. Retrospectiva. Museo de Arte Moderno de Medellín,
2005 Beatriz González. Villegas Editores.,
1988 Beatriz González Una pintora de Provincia, Carlos Valencia Editores",BG_FUENTES_RENDICION_BREDA.TIFF,Óleo sobre lienzo,Gloria de La Pava; perteneció a Camilo Calderón
35,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/4042391970abaf6aeb56925d5f6b7fc4.JPG,FRAGMENTO DE LA RENDICION DE BREDA 4.JPG,,Versión de la Rendición de Breda (IV),,Beatriz González,,,1962,1962-01-01T00:00:00Z,Juan Rodríguez Varón,,100 x 70 cm,obra,"2016 Beatriz González: El segundo original. Museo La Tertulia, Cali,
2015 Beatriz González: El segundo original. Universidad de los Andes,
2011 Beatriz González La comedia y la Tragedia. Retrospectiva. Museo de Arte Moderno de Medellín
,1984 Beatriz González Exposición Retrospectiva 1962-1984 Museo de Arte Moderno de Bogotá ,
1976 Retrospectiva (Un inventario) Museo de Arte Moderno La Tertulia,
1962 Sociedad Económica de amigos del país.","2011 Catálogo Beatriz González La comedia y la Tragedia. Retrospectiva. Museo de Arte Moderno de Medellín,
1988 Beatriz González Una pintora de Provincia Carlos Valencia Editores ,
1974 Apuntes para la historia extensa. Tomo I. Jaime Ardila,",BG_FUENTES_RENDICION_BREDA.TIFF,Óleo sobre lienzo,"Universidad de Los Andes, Facultad de Arquitectura y Diseño"
36,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/a85dbff7ba01b0702016da442802f58b.JPG,Version de la Rendición de Breda 2.JPG,,Versión de la Rendición de Breda (II),,Beatriz González,,,1962,1962-01-01T00:00:00Z,Desconocido,,80 x 110 cm,obra,"1962 Pinturas. Beatriz González, Camila Loboguerrero, Gloria Martínez Castillo. Sociedad Económica de Amigos del País",1988 Beatriz González Una pintora de Provincia Carlos Valencia Editores,BG_FUENTES_RENDICION_BREDA.TIFF,Óleo sobre lienzo,Víctor Martínez y señora / España
37,1960-1969,,,,El abominable mundo de la fístula (I),El abominable mundo de la fístula es una serie de ejercicios linéales abstractos realizados en Bucaramanga.,Beatriz González,,,1963,1963-01-01T00:00:00Z,,,100 x 70 cm,obra,1984 Beatriz González Exposición Retrospectiva 1962-1984 Museo de Arte Moderno de Bogotá,Mencionado en 1988 Beatriz González Una pintora de Provincia Carlos Valencia Editores,,Témpera sobre papel,"Jacques Mosseri,"
38,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/9ccbbf5c2ad9a7fb5f0976de820d1b84.jpg,El abominable mundo de la fistula 10.jpg,,El abominable mundo de la fístula (X),El abominable mundo de la fístula es una serie de ejercicios linéales abstractos realizados en Bucaramanga.,Beatriz González,,,1963,1963-01-01T00:00:00Z,Desconocido,,100 x 70 cm,obra,,1988 Beatriz González Una pintora de Provincia Carlos Valencia Editores,,Témpera sobre papel,Beatriz Villamizar de Reyes
39,1960-1969,,,,El abominable mundo de la fístula (II),El abominable mundo de la fístula es una serie de ejercicios linéales abstractos realizados en Bucaramanga.,Beatriz González,,,1963,1963-01-01T00:00:00Z,,,100 x 70 cm,obra,1984 Beatriz González Exposición Retrospectiva 1962-1984 Museo de Arte Moderno de Bogotá,Mencionado en 1988 Beatriz González Una pintora de Provincia Carlos Valencia Editores,,Témpera sobre papel,"Hernando Reyes y Beatriz Villamizar, Bogotá: El abominable mundo de la fístula nos. 2, 3, 4, 5, 6, 7 y 8"
40,1960-1969,,,,El abominable mundo de la fístula (III),El abominable mundo de la fístula es una serie de ejercicios linéales abstractos realizados en Bucaramanga.,Beatriz González,,,1963,1963-01-01T00:00:00Z,,,100 x 70 cm,obra,1984 Beatriz González Exposición Retrospectiva 1962-1984 Museo de Arte Moderno de Bogotá,Mencionado en 1988 Beatriz González Una pintora de Provincia Carlos Valencia Editores,,Témpera sobre papel,"Hernando Reyes y Beatriz Villamizar, Bogotá: El abominable mundo de la fístula nos. 2, 3, 4, 5, 6, 7 y 8,"
41,1960-1969,,,,El abominable mundo de la fístula (IV),El abominable mundo de la fístula es una serie de ejercicios linéales abstractos realizados en Bucaramanga.,Beatriz González,,,1963,1963-01-01T00:00:00Z,,,100 x 70 cm,obra,,Mencionado en 1988 Beatriz González Una pintora de Provincia Carlos Valencia Editores,,Témpera sobre papel,"Hernando Reyes y Beatriz Villamizar, Bogotá: El abominable mundo de la fístula nos. 2, 3, 4, 5, 6, 7 y 8,"
42,1960-1969,,,,El abominable mundo de la fístula (V),El abominable mundo de la fístula es una serie de ejercicios linéales abstractos realizados en Bucaramanga.,Beatriz González,,,1963,1963-01-01T00:00:00Z,,,100 x 70 cm,obra,,Mencionado en 1988 Beatriz González Una pintora de Provincia Carlos Valencia Editores,,Témpera sobre papel,"Hernando Reyes y Beatriz Villamizar, Bogotá: El abominable mundo de la fístula nos. 2, 3, 4, 5, 6, 7 y 8,"
43,1960-1969,,,,El abominable mundo de la fístula (VI),El abominable mundo de la fístula es una serie de ejercicios linéales abstractos realizados en Bucaramanga.,Beatriz González,,,1963,1963-01-01T00:00:00Z,,,100 x 70 cm,obra,,,,Témpera sobre papel,"Hernando Reyes y Beatriz Villamizar, Bogotá: El abominable mundo de la fístula nos. 2, 3, 4, 5, 6, 7 y 8,"
44,1960-1969,,,,El abominable mundo de la fístula (VII),El abominable mundo de la fístula es una serie de ejercicios linéales abstractos realizados en Bucaramanga.,Beatriz González,,,1963,1963-01-01T00:00:00Z,,,100 x 70 cm,obra,,,,Témpera sobre papel,"Hernando Reyes y Beatriz Villamizar, Bogotá: El abominable mundo de la fístula nos. 2, 3, 4, 5, 6, 7 y 8,"
45,1960-1969,,,,El abominable mundo de la fístula (VIII),El abominable mundo de la fístula es una serie de ejercicios linéales abstractos realizados en Bucaramanga.,Beatriz González,,,1963,1963-01-01T00:00:00Z,,,100 x 70 cm,obra,,Mencionado en 1988 Beatriz González Una pintora de Provincia Carlos Valencia Editores,,Témpera sobre papel,"Hernando Reyes y Beatriz Villamizar, Bogotá: El abominable mundo de la fístula nos. 2, 3, 4, 5, 6, 7 y 8,"
46,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/71c385f20aeaf3f450267aea3d39a4f5.jpg,El abominable mundo de la fistula 09.jpg,,El abominable mundo de la fístula (IX),El abominable mundo de la fístula es una serie de ejercicios linéales abstractos realizados en Bucaramanga.,Beatriz González,,,1963,1963-01-01T00:00:00Z,"Desconocido,",,100 x 70 cm,obra,,1988 Beatriz González Una pintora de Provincia Carlos Valencia Editores,,Témpera sobre papel,Beatriz Villamizar de Reyes
47,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/6e2ec239f3fac30bd5c0d221897ff72f.JPG,Sombrero.JPG,,El sombrero de la Rendición de Breda,,Beatriz González,,,1963,1963-01-01T00:00:00Z,,,40 x 70 cm,obra,,1988 Una Pintora de Provincia. Carlos Valencia Editores.,BG_FUENTES_RENDICION_BREDA.TIFF,Óleo sobre cartón,Destruído
48,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/81cdeb6aa7124c4be0a72acc3b0f88d3.JPG,Encajera.JPG,,Encajera,,Beatriz González,,,1963,1963-01-01T00:00:00Z,Desconocido,,100 x 70 cm,obra,"1998  Señor Presidente, es un honor… Museo del Barrio, Nueva York,
1984 Beatriz González. Retrospectiva 1962-1984. Museo de Arte Moderno de Bogotá.,
1964 I Salón de pintoras, Museo de Arte Moderno de La Tertulia,
1964 La encajera de Vermeer, Museo de Arte Moderno de Bogotá","2011 Catálogo Beatriz González La Comedia y la Tragedia MAMM, Medellín,2000 Espacios Plásticos contemporáneos. Luis Fernando Valencia. ,
1998 Catálogo Señor Presidente, es un honor… Museo del Barrio, Nueva York,
1988 Beatriz González Una pintora de Provincia Carlos Valencia Editores",BG_FUENTES_ENCAJERA.TIFF,Óleo sobre lienzo,"Lucila Lara de Moreno, Bucaramanga"
49,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/41762a188c6f02961cd331b4a2c81e67.JPG,ElSegundoOriginal_LauraImery_5_03_2016-74.JPG,,Encajera dinámica,,Beatriz González,,,1963,1963-01-01T00:00:00Z,Laura Imery,,120 x 100 cm,obra,"2016 Beatriz González el Segundo original, Museo La Tertulia, Cali,
1984 Beatriz González Exposición Retrospectiva 1962-1984 Museo de Arte Moderno de Bogotá,
1976 Retrospectiva (un inventario) Museo La Tertulia, Cali, Galería de la Oficina, Medellín
,1964 La encajera de Vermeer, Museo de Arte Moderno de Bogotá",1988 Beatriz González Una pintora de Provincia Carlos Valencia Editores,BG_FUENTES_ENCAJERA.TIFF,Óleo sobre lienzo,"Carlos González y Yolanda de Francisco de González, Cali"
50,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/b0451bccddd5862ff5683b81b61d503b.JPG,EncajeraMonteOnda.JPG,,Encajera Monte Onda,,Beatriz González,,,1963,1963-01-01T00:00:00Z,Laura Jiménez,,70 x 100 cm,obra,"1964 La encajera de Vermeer, Museo de Arte Moderno de Bogotá",Mencionado en 1988 Beatriz González Una pintora de Provincia Carlos Valencia Editores,BG_FUENTES_ENCAJERA.TIFF,Óleo sobre lienzo,Beatriz González
51,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/f7736d051c81e51aa0ab4cda8f332645.JPG,Encajera negativa.JPG,,Encajera negativa,,Beatriz González,,,1963,1963-01-01T00:00:00Z,Maestro Angulo,,80 x 70 cm,obra,"2011 Beatriz González La comedia y la Tragedia. Retrospectiva. Museo de Arte Moderno de Medellín
1984 Beatriz González. Retrospectiva 1962-1984. Museo de Arte Moderno de Bogotá.,
1976 Retrospectiva (un inventario)  Museo La Tertulia, Cali,
1964 La encajera de Vermeer, Museo de Arte Moderno de Bogotá","2011 Catálogo Beatriz González La comedia y la Tragedia. Retrospectiva. Museo de Arte Moderno de Medellín,
2005 Beatriz González Villegas Editores – Seguros Bolívar,
1988 Beatriz González Una pintora de Provincia Carlos Valencia Editores ,
1974 Apuntes para la historia extensa. Tomo I. Jaime Ardila",BG_FUENTES_ENCAJERA.TIFF,Óleo sobre lienzo,"Jorge Velásquez, Medellín"
52,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/06c7c52687bbc6b58b1d425327c55495.JPG,ElSegundoOriginal_LauraImery_5_03_2016-75.JPG,,Encajera roja detalle,,Beatriz González,,,1963,1963-01-01T00:00:00Z,LAURA IMERY,,70 x 100 cm,obra,"2016 Beatriz González el segundo original, Museo La Tertulia, Cali,
1984 Beatriz González Exposición Retrospectiva 1962-1984 Museo de Arte Moderno de Bogotá,
1976 Retrospectiva (un inventario) Museo de La Tertulia, Cali.
1964 Encajeras de Vermeer, Museo de Arte Moderno de Bogotá",1988 Beatriz González Una pintora de Provincia Carlos Valencia Editores,BG_FUENTES_ENCAJERA.TIFF,Óleo sobre lienzo,"Jaime Aranda y Señora, Cali"
53,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/83b3006a45482b256db57187967aa551.JPG,Fragmento de la Rendicion de Breda.JPG,,Fragmento de la Rendición de Breda,,Beatriz González,,,1963,1963-01-01T00:00:00Z,Juan Rodríguez Varón,,70 x 110 cm,obra,"2011 Beatriz González La comedia y la Tragedia. Retrospectiva. Museo de Arte Moderno de Medellín ,
1994 Beatriz González Retrospectiva Museo de Bellas Artes de Caracas
1984 Beatriz González Exposición Retrospectiva 1962-1984 Museo de Arte Moderno de Bogotá 
1976 Retrospectiva (Un inventario) Museo de Arte Moderno La Tertulia,","2011 Catálogo Beatriz González La comedia y la Tragedia. Retrospectiva. Museo de Arte Moderno de Medellín 
1994 Catálogo Beatriz González Retrospectiva Museo de Bellas Artes de Caracas
1988 Beatriz González Una pintora de Provincia Carlos Valencia Editores ,
1977 Los muebles de Beatriz González. Traba, Marta. Museo de Arte Moderno de Bogotá,
1974 Apuntes para la historia extensa. Tomo I. Jaime Ardila,",BG_FUENTES_RENDICION_BREDA.TIFF,Óleo sobre lienzo,Beatriz González
54,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/3b91cdb6699e27a256bcfab3375be279.JPG,Manzana 02.JPG,,Manzana (II),,Beatriz González,,,1963,1963-01-01T00:00:00Z,Hans Bruckner,,24 x 19 cm,obra,"1976 Retrospectiva (un inventario) Museo de La Tertulia, Cali,","1988 Beatriz González Una pintora de Provincia Carlos Valencia Editores ,
1974 Apuntes para la historia extensa. Tomo I. Jaime Ardila,",,Óleo sobre lienzo,Herederos de Humberto Gómez / España
55,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/0cd6f02eb585e819bd3963c308c1ac13.JPG,Manzana 03.JPG,,Manzana (III),,Beatriz González,,,1963,1963-01-01T00:00:00Z,Juan Rodríguez Varón,,19x 24cm,obra,,,,Óleo sobre tabla,Beatriz González
56,1960-1969,,,,Sombrero,,Beatriz González,,,1962,1962-01-01T00:00:00Z,,,30 x 50 cm,obra,"1962 Pinturas. Beatriz González, Camila Loboguerrero, Gloria Martínez Castillo. Sociedad Económica de Amigos del País",1988 Beatriz González Una pintora de Provincia Carlos Valencia Editores,,Óleo sobre lienzo,Perteneció a Luciano Jaramillo y Rosario Cabo
57,1960-1969,https://bga.uniandes.edu.co/catalogo/files/original/321161f3cb5547d59102498e295b1507.JPG,En el Prado 1.JPG,,En El Prado n. 1,,Beatriz González,,,1964,1964-01-01T00:00:00Z,"Óscar Monsalve,",,100 x 85 cm,obra,1976 Retrospectiva (Un inventario) Museo de Arte Moderno La Tertulia,"2005 Beatriz González Villegas Editores – Seguros Bolívar. Aparece como Encajera en la playa no. 3,
1988 Beatriz González Una pintora de Provincia Carlos Valencia Editores",,Óleo sobre lienzo,Desconocido
