obra_id|obra_url|obra_title|obra_date|obra_medium|obra_format|referente_id|referente_url|referente_title|referente_date|referente_publisher
33|https://bga.uniandes.edu.co/catalogo/api/items/33|Versión de la Rendición de Breda (I)|1962|100 x 70 cm|Óleo sobre lienzo|1868|https://bga.uniandes.edu.co/catalogo/api/items/1868|"Recorte de revista con imagen de ""La rendición de Breda"" de Diego Velázquez "||
36|https://bga.uniandes.edu.co/catalogo/api/items/36|Versión de la Rendición de Breda (II)|1962|80 x 110 cm|Óleo sobre lienzo|1868|https://bga.uniandes.edu.co/catalogo/api/items/1868|"Recorte de revista con imagen de ""La rendición de Breda"" de Diego Velázquez "||
34|https://bga.uniandes.edu.co/catalogo/api/items/34|Versión de la Rendición de Breda (III)|1962|50 x 100 cm|Óleo sobre lienzo|1868|https://bga.uniandes.edu.co/catalogo/api/items/1868|"Recorte de revista con imagen de ""La rendición de Breda"" de Diego Velázquez "||
35|https://bga.uniandes.edu.co/catalogo/api/items/35|Versión de la Rendición de Breda (IV)|1962|100 x 70 cm|Óleo sobre lienzo|1868|https://bga.uniandes.edu.co/catalogo/api/items/1868|"Recorte de revista con imagen de ""La rendición de Breda"" de Diego Velázquez "||
47|https://bga.uniandes.edu.co/catalogo/api/items/47|El sombrero de la Rendición de Breda|1963|40 x 70 cm|Óleo sobre cartón|1868|https://bga.uniandes.edu.co/catalogo/api/items/1868|"Recorte de revista con imagen de ""La rendición de Breda"" de Diego Velázquez "||
48|https://bga.uniandes.edu.co/catalogo/api/items/48|Encajera|1963|100 x 70 cm|Óleo sobre lienzo|1871|https://bga.uniandes.edu.co/catalogo/api/items/1871|"Recorte de revista con la imagen ""La encajera"" de Johannes Vermeer"||
49|https://bga.uniandes.edu.co/catalogo/api/items/49|Encajera dinámica|1963|120 x 100 cm|Óleo sobre lienzo|1871|https://bga.uniandes.edu.co/catalogo/api/items/1871|"Recorte de revista con la imagen ""La encajera"" de Johannes Vermeer"||
50|https://bga.uniandes.edu.co/catalogo/api/items/50|Encajera Monte Onda |1963|70 x 100 cm|Óleo sobre lienzo|1871|https://bga.uniandes.edu.co/catalogo/api/items/1871|"Recorte de revista con la imagen ""La encajera"" de Johannes Vermeer"||
51|https://bga.uniandes.edu.co/catalogo/api/items/51|Encajera negativa|1963|80 x 70 cm|Óleo sobre lienzo|1871|https://bga.uniandes.edu.co/catalogo/api/items/1871|"Recorte de revista con la imagen ""La encajera"" de Johannes Vermeer"||
52|https://bga.uniandes.edu.co/catalogo/api/items/52|Encajera roja detalle|1963|70 x 100 cm|Óleo sobre lienzo|1871|https://bga.uniandes.edu.co/catalogo/api/items/1871|"Recorte de revista con la imagen ""La encajera"" de Johannes Vermeer"||
53|https://bga.uniandes.edu.co/catalogo/api/items/53|Fragmento de la Rendición de Breda|1963|70 x 110 cm|Óleo sobre lienzo|1868|https://bga.uniandes.edu.co/catalogo/api/items/1868|"Recorte de revista con imagen de ""La rendición de Breda"" de Diego Velázquez "||
58|https://bga.uniandes.edu.co/catalogo/api/items/58|Encajera Almanaque Pielroja|1964|100 x 85 cm|Óleo sobre lienzo|1871|https://bga.uniandes.edu.co/catalogo/api/items/1871|"Recorte de revista con la imagen ""La encajera"" de Johannes Vermeer"||
60|https://bga.uniandes.edu.co/catalogo/api/items/60|Encajera ave |1964|100 x 85 cm|Óleo sobre lienzo|1871|https://bga.uniandes.edu.co/catalogo/api/items/1871|"Recorte de revista con la imagen ""La encajera"" de Johannes Vermeer"||
62|https://bga.uniandes.edu.co/catalogo/api/items/62|Encajera en la noche de la Rendición de Breda|1964|100 x 85 cm|Óleo sobre lienzo|1871|https://bga.uniandes.edu.co/catalogo/api/items/1871|"Recorte de revista con la imagen ""La encajera"" de Johannes Vermeer"||
63|https://bga.uniandes.edu.co/catalogo/api/items/63|Encajera en la playa n. 1|1964|100 x 85 cm|Óleo sobre lienzo|1871|https://bga.uniandes.edu.co/catalogo/api/items/1871|"Recorte de revista con la imagen ""La encajera"" de Johannes Vermeer"||
64|https://bga.uniandes.edu.co/catalogo/api/items/64|Encajera en la playa n. 2|1964|100 x 85 cm|Óleo sobre lienzo|1871|https://bga.uniandes.edu.co/catalogo/api/items/1871|"Recorte de revista con la imagen ""La encajera"" de Johannes Vermeer"||
65|https://bga.uniandes.edu.co/catalogo/api/items/65|Encajera foto inversée|1964|85 x 100 cm|Óleo sobre lienzo|1871|https://bga.uniandes.edu.co/catalogo/api/items/1871|"Recorte de revista con la imagen ""La encajera"" de Johannes Vermeer"||
66|https://bga.uniandes.edu.co/catalogo/api/items/66|Encajera mona|1964|100 x 85 cm|Óleo sobre lienzo|1871|https://bga.uniandes.edu.co/catalogo/api/items/1871|"Recorte de revista con la imagen ""La encajera"" de Johannes Vermeer"||
72|https://bga.uniandes.edu.co/catalogo/api/items/72|Un busto a la encajera del imperio|1964|85 x100 cm|Óleo sobre lienzo|1871|https://bga.uniandes.edu.co/catalogo/api/items/1871|"Recorte de revista con la imagen ""La encajera"" de Johannes Vermeer"||
84|https://bga.uniandes.edu.co/catalogo/api/items/84|Los Suicidas del Sisga No 1|1965|120x100cm|Óleo sobre lienzo|1872|https://bga.uniandes.edu.co/catalogo/api/items/1872|"Recorte de la noticia ""Doble suicidio en ""El Sisga"""|29/06/1965|Periódico EL TIEMPO 
85|https://bga.uniandes.edu.co/catalogo/api/items/85|Los Suicidas del Sisga No 2|1965|120x100cm|Óleo sobre lienzo|1872|https://bga.uniandes.edu.co/catalogo/api/items/1872|"Recorte de la noticia ""Doble suicidio en ""El Sisga"""|29/06/1965|Periódico EL TIEMPO 
86|https://bga.uniandes.edu.co/catalogo/api/items/86|Los Suicidas del Sisga No 3|1965|100x85cm|Óleo sobre lienzo|1872|https://bga.uniandes.edu.co/catalogo/api/items/1872|"Recorte de la noticia ""Doble suicidio en ""El Sisga"""|29/06/1965|Periódico EL TIEMPO 
105|https://bga.uniandes.edu.co/catalogo/api/items/105|Niña Turca|1965|100x85cm|Óleo sobre lienzo|1873|https://bga.uniandes.edu.co/catalogo/api/items/1873|Niña turca||
106|https://bga.uniandes.edu.co/catalogo/api/items/106|Beatrix y Claus no. 1|1966|30x24 cm|Tinta sobre papel|1874|https://bga.uniandes.edu.co/catalogo/api/items/1874|Recorte de periódico con la imagen de Beatrix y Claus von Amsberg |16/02/1966|
107|https://bga.uniandes.edu.co/catalogo/api/items/107|Beatrix y Claus no. 2|1966|30x24 cm|Tinta sobre papel|1874|https://bga.uniandes.edu.co/catalogo/api/items/1874|Recorte de periódico con la imagen de Beatrix y Claus von Amsberg |16/02/1966|
108|https://bga.uniandes.edu.co/catalogo/api/items/108|Beatrix y Claus no. 3|1966|30x24 cm|Tinta sobre papel|1874|https://bga.uniandes.edu.co/catalogo/api/items/1874|Recorte de periódico con la imagen de Beatrix y Claus von Amsberg |16/02/1966|
111|https://bga.uniandes.edu.co/catalogo/api/items/111|El esclavo marido en los días felices de su matrimonio|1966|25x30 cm|Tinta sobre papel|1875|https://bga.uniandes.edu.co/catalogo/api/items/1875|"Recorte de periódico con la noticia del ""esclavo"" marido "||
112|https://bga.uniandes.edu.co/catalogo/api/items/112|El 9 de Octubre a las 11 a.m.|1966|24x17 cm|Tinta sobre papel|1876|https://bga.uniandes.edu.co/catalogo/api/items/1876|"Recorte de periódico con la imagen  ""Hilda Colmenares Molina y Raúl Martín contrajeron matrimonio"""||
114|https://bga.uniandes.edu.co/catalogo/api/items/114|Leticia León, Nueva Venus no.1|1966|24x17 cm|Tinta sobre papel|1877|https://bga.uniandes.edu.co/catalogo/api/items/1877|Recorte de periódico con la imagen de Leticia León||
1485|https://bga.uniandes.edu.co/catalogo/api/items/1485|López y Turbay-Banda presidencial|1979|22 x 15 cm|Lápiz sobre papel|1878|https://bga.uniandes.edu.co/catalogo/api/items/1878|"Recorte de periódico ""Banda presidencial"""||Periódico EL TIEMPO
116|https://bga.uniandes.edu.co/catalogo/api/items/116|María del Pilar Neira, víctima de un tendero-Hoy llega Mónica-Leticia León|1966|44x54 cm|Tinta sobre papel|1877|https://bga.uniandes.edu.co/catalogo/api/items/1877|Recorte de periódico con la imagen de Leticia León||
116|https://bga.uniandes.edu.co/catalogo/api/items/116|María del Pilar Neira, víctima de un tendero-Hoy llega Mónica-Leticia León|1966|44x54 cm|Tinta sobre papel|1879|https://bga.uniandes.edu.co/catalogo/api/items/1879|"Recorte de periódico con imagen de ""María del Pilar"" "||
116|https://bga.uniandes.edu.co/catalogo/api/items/116|María del Pilar Neira, víctima de un tendero-Hoy llega Mónica-Leticia León|1966|44x54 cm|Tinta sobre papel|1880|https://bga.uniandes.edu.co/catalogo/api/items/1880|"Recorte de periódico con imagen ""Hoy llega Mónica"""||
119|https://bga.uniandes.edu.co/catalogo/api/items/119|Veterana y casada reina Flores del Valle|1966|15x10 cm|Tinta sobre papel|1881|https://bga.uniandes.edu.co/catalogo/api/items/1881|"Recorte de periódico con imagen de ""Veterana y Casada Reina Flores del Valle"""||
121|https://bga.uniandes.edu.co/catalogo/api/items/121|Ánimas benditas|1967|120x100 cm|Óleo sobre lienzo|1882|https://bga.uniandes.edu.co/catalogo/api/items/1882|Gráfica Molinari #75||Gráficas Molinari
121|https://bga.uniandes.edu.co/catalogo/api/items/121|Ánimas benditas|1967|120x100 cm|Óleo sobre lienzo|1883|https://bga.uniandes.edu.co/catalogo/api/items/1883|Gráfica Molinari #09 ||Gráficas Molinari
126|https://bga.uniandes.edu.co/catalogo/api/items/126|Calarcá|1967|110x130 cm|Óleo sobre lienzo|1884|https://bga.uniandes.edu.co/catalogo/api/items/1884|Gráfica Molinari #18||Gráficas Molinari 
127|https://bga.uniandes.edu.co/catalogo/api/items/127|Doble retrato de Náyade|1967|107x92 cm|Óleo sobre lienzo|1882|https://bga.uniandes.edu.co/catalogo/api/items/1882|Gráfica Molinari #75||Gráficas Molinari
127|https://bga.uniandes.edu.co/catalogo/api/items/127|Doble retrato de Náyade|1967|107x92 cm|Óleo sobre lienzo|1884|https://bga.uniandes.edu.co/catalogo/api/items/1884|Gráfica Molinari #18||Gráficas Molinari 
128|https://bga.uniandes.edu.co/catalogo/api/items/128|El amor subsagrado y el amor subprofano|1967|100x200 cm|Óleo sobre lienzo|1884|https://bga.uniandes.edu.co/catalogo/api/items/1884|Gráfica Molinari #18||Gráficas Molinari 
128|https://bga.uniandes.edu.co/catalogo/api/items/128|El amor subsagrado y el amor subprofano|1967|100x200 cm|Óleo sobre lienzo|1885|https://bga.uniandes.edu.co/catalogo/api/items/1885|Gráfica Molinari #11||Gráficas Molinari
129|https://bga.uniandes.edu.co/catalogo/api/items/129|El jardín de las Hespérides|1967|110x136 cm|Óleo sobre lienzo|1885|https://bga.uniandes.edu.co/catalogo/api/items/1885|Gráfica Molinari #11||Gráficas Molinari
130|https://bga.uniandes.edu.co/catalogo/api/items/130|Estirpe de Reinas|1967|92x107cm|Óleo sobre lienzo|1886|https://bga.uniandes.edu.co/catalogo/api/items/1886|"Recorde de la noticia "" Liévano: Estirpe de Reinas"""||
133|https://bga.uniandes.edu.co/catalogo/api/items/133|Foto studio No 3|1967|120x81cm|Óleo sobre lienzo|1887|https://bga.uniandes.edu.co/catalogo/api/items/1887|"Recorte de periódico con imagen de ""Carmen Jaramillo Mejía"" "||
134|https://bga.uniandes.edu.co/catalogo/api/items/134|Hotel Edén|1967|92x107 cm|Óleo sobre lienzo|1884|https://bga.uniandes.edu.co/catalogo/api/items/1884|Gráfica Molinari #18||Gráficas Molinari 
136|https://bga.uniandes.edu.co/catalogo/api/items/136|La madrépora|1967|70x80 cm|Óleo sobre lienzo|1885|https://bga.uniandes.edu.co/catalogo/api/items/1885|Gráfica Molinari #11||Gráficas Molinari
139|https://bga.uniandes.edu.co/catalogo/api/items/139|Mónica juega, canta y ríe como los otros niños.|1967|23x12 cm|Tinta sobre papel|1888|https://bga.uniandes.edu.co/catalogo/api/items/1888|"Recorte de la imagen ""MONICA juega, canta y ríe como todas las niñas de su edad"""||Periódico EL TIEMPO
140|https://bga.uniandes.edu.co/catalogo/api/items/140|Mónica, Paris, 67|1967|21.5x16 cm|Tinta sobre papel|1889|https://bga.uniandes.edu.co/catalogo/api/items/1889|"Recorte de periódico ""Monica en París"""||
142|https://bga.uniandes.edu.co/catalogo/api/items/142|Rionegro, Santander|1967|92x107 cm|Óleo sobre lienzo|1884|https://bga.uniandes.edu.co/catalogo/api/items/1884|Gráfica Molinari #18||Gráficas Molinari 
143|https://bga.uniandes.edu.co/catalogo/api/items/143|Si Mónica muere tendrá que enterrarla el gobierno francés a escondidas|1967|27x18 cm|Tinta sobre papel|1889|https://bga.uniandes.edu.co/catalogo/api/items/1889|"Recorte de periódico ""Monica en París"""||
144|https://bga.uniandes.edu.co/catalogo/api/items/144|Subdesarrollo 70|1967|110x136 cm|Óleo sobre lienzo|1885|https://bga.uniandes.edu.co/catalogo/api/items/1885|Gráfica Molinari #11||Gráficas Molinari
145|https://bga.uniandes.edu.co/catalogo/api/items/145|Tragedia pasional; ex cabo da muerte a la esposa de su amigo y luego se suicida (Dibujo)|1967|20x25 cm|Tinta Sobre papel sobre papel|1891|https://bga.uniandes.edu.co/catalogo/api/items/1891|"Recorte de la noticia ""Exmilitar Mata a la Ezposa de su Amigo y se Suicida"""||
146|https://bga.uniandes.edu.co/catalogo/api/items/146|Tragedia pasional; ex cabo da muerte a la esposa de su amigo y luego se suicida - coloreado|1967|43.5x53.5cm|Marcador y heliograbado sobre papel|1891|https://bga.uniandes.edu.co/catalogo/api/items/1891|"Recorte de la noticia ""Exmilitar Mata a la Ezposa de su Amigo y se Suicida"""||
149|https://bga.uniandes.edu.co/catalogo/api/items/149|Tragedia pasional No 2|1967|70x100 cm|Tinta sobre papel|1891|https://bga.uniandes.edu.co/catalogo/api/items/1891|"Recorte de la noticia ""Exmilitar Mata a la Ezposa de su Amigo y se Suicida"""||
1607|https://bga.uniandes.edu.co/catalogo/api/items/1607|Tragedia pasional N.3 (detalle mujer)|1985|25x32.5 cms|Tipografía en relieve sobre papel Imitación intaglio|1891|https://bga.uniandes.edu.co/catalogo/api/items/1891|"Recorte de la noticia ""Exmilitar Mata a la Ezposa de su Amigo y se Suicida"""||
147|https://bga.uniandes.edu.co/catalogo/api/items/147|Tragedia pasional; ex cabo da muerte a la esposa de su amigo y luego se suicida|1967|43.5x53.5cm|Heliograbado sobre papel|1891|https://bga.uniandes.edu.co/catalogo/api/items/1891|"Recorte de la noticia ""Exmilitar Mata a la Ezposa de su Amigo y se Suicida"""||
1608|https://bga.uniandes.edu.co/catalogo/api/items/1608|Tragedia pasional N.3 (detalle mujer)|1985|25x32.5 cms|Tipografía en relieve sobre papel|1891|https://bga.uniandes.edu.co/catalogo/api/items/1891|"Recorte de la noticia ""Exmilitar Mata a la Ezposa de su Amigo y se Suicida"""||
148|https://bga.uniandes.edu.co/catalogo/api/items/148|Tragedia pasional-Prueba litografía|1967|Pendiente|Tinta sobre papel mantequilla|1891|https://bga.uniandes.edu.co/catalogo/api/items/1891|"Recorte de la noticia ""Exmilitar Mata a la Ezposa de su Amigo y se Suicida"""||
1606|https://bga.uniandes.edu.co/catalogo/api/items/1606|Tragedia pasional N.3 (detalle hombre)|1985|35x50 cms|Tipografía en relieve sobre papel|1891|https://bga.uniandes.edu.co/catalogo/api/items/1891|"Recorte de la noticia ""Exmilitar Mata a la Ezposa de su Amigo y se Suicida"""||
150|https://bga.uniandes.edu.co/catalogo/api/items/150|África adiós|1968|120x100 cm|Óleo sobre lienzo|1892|https://bga.uniandes.edu.co/catalogo/api/items/1892|Postal con la imagen de la Reina Isabel II ||Jhon Hinde Limited, 6 Rupert St,. London W.1. 
151|https://bga.uniandes.edu.co/catalogo/api/items/151|Apuntes para la historia extensa continuación|1968|100x120cm|Óleo sobre tela|1893|https://bga.uniandes.edu.co/catalogo/api/items/1893|Gráfica Molinario #212||Gráficas Molinari
162|https://bga.uniandes.edu.co/catalogo/api/items/162|La reina Isabel se pasea por el Puente de Boyacá|1968|99x118cm|Óleo sobre lienzo|1894|https://bga.uniandes.edu.co/catalogo/api/items/1894|"Postal con la imagen ""H. M. Queen Elizabeth II at the Trooping the Colour"""||
162|https://bga.uniandes.edu.co/catalogo/api/items/162|La reina Isabel se pasea por el Puente de Boyacá|1968|99x118cm|Óleo sobre lienzo|1895|https://bga.uniandes.edu.co/catalogo/api/items/1895|"Recorte de periódico con la imagen ""El cumpleaños de la reina"""||Periódico EL TIEMPO
162|https://bga.uniandes.edu.co/catalogo/api/items/162|La reina Isabel se pasea por el Puente de Boyacá|1968|99x118cm|Óleo sobre lienzo|1896|https://bga.uniandes.edu.co/catalogo/api/items/1896|Recorte con la imagen del Puente de Boyacá||
162|https://bga.uniandes.edu.co/catalogo/api/items/162|La reina Isabel se pasea por el Puente de Boyacá|1968|99x118cm|Óleo sobre lienzo|1897|https://bga.uniandes.edu.co/catalogo/api/items/1897|"Recorte de periódico con la imagen ""Parada real"" "||Periódico EL TIEMPO
163|https://bga.uniandes.edu.co/catalogo/api/items/163|Meditación|1968|80x70cm|Óleo sobre lienzo|1898|https://bga.uniandes.edu.co/catalogo/api/items/1898|Gráfica Molinari # 150||Gráficas Molinari
165|https://bga.uniandes.edu.co/catalogo/api/items/165|Postdata|1968|80x70 cm|Óleo sobre lienzo|1892|https://bga.uniandes.edu.co/catalogo/api/items/1892|Postal con la imagen de la Reina Isabel II ||Jhon Hinde Limited, 6 Rupert St,. London W.1. 
170|https://bga.uniandes.edu.co/catalogo/api/items/170|Todo es mentira, yo soy Anastasia|1968|50x100cm|Óleo sobre lienzo|1899|https://bga.uniandes.edu.co/catalogo/api/items/1899|"Recortes de periódico de la noticia ""Ana Anderson es Anastasia"""||Periódico EL TIEMPO
155|https://bga.uniandes.edu.co/catalogo/api/items/155|Cúrese las amígdalas sin operación|1968|25x20.7 cm|Heliograbado sobre papel Edición de 5. Tinta cian, magenta,  negro, carmelito.|1901|https://bga.uniandes.edu.co/catalogo/api/items/1901|"Recorte con imagen ""Cúrese las amígdalas sin operación"""||Periódico VANGUARDIA LIBERAL
156|https://bga.uniandes.edu.co/catalogo/api/items/156|Cúrese las amígdalas sin operación|1968|25x20.7 cm|Tinta sobre papel mantequilla|1901|https://bga.uniandes.edu.co/catalogo/api/items/1901|"Recorte con imagen ""Cúrese las amígdalas sin operación"""||Periódico VANGUARDIA LIBERAL
154|https://bga.uniandes.edu.co/catalogo/api/items/154|Cúrese las amígdalas sin operación|1968|25x20.7 cm|Heliograbado. Segundo original.|1901|https://bga.uniandes.edu.co/catalogo/api/items/1901|"Recorte con imagen ""Cúrese las amígdalas sin operación"""||Periódico VANGUARDIA LIBERAL
172|https://bga.uniandes.edu.co/catalogo/api/items/172|Un ternero con orejas pequeñas, ojos desorbitados, nariz y boca semejantes a los orangutanes|1968|16.5x21 cm|Tinta y marcador sobre papel mantequilla|1900|https://bga.uniandes.edu.co/catalogo/api/items/1900|"Recorte de periódico con la imagen ""Un ternero con características de cerdo y de mono"""||
171|https://bga.uniandes.edu.co/catalogo/api/items/171|Un ternero con orejas pequeñas, ojos desorbitados, nariz y boca semejantes a los orangutanes|1968|21x24 cm|Heliograbado sobre papel Edición de 5|1900|https://bga.uniandes.edu.co/catalogo/api/items/1900|"Recorte de periódico con la imagen ""Un ternero con características de cerdo y de mono"""||
173|https://bga.uniandes.edu.co/catalogo/api/items/173|Un ternero con orejas pequeñas, ojos desorbitados, nariz y boca semejantes a los orangutanes|1968|16.5x21 cm|Tinta sobre papel|1900|https://bga.uniandes.edu.co/catalogo/api/items/1900|"Recorte de periódico con la imagen ""Un ternero con características de cerdo y de mono"""||
176|https://bga.uniandes.edu.co/catalogo/api/items/176|Antonia Santos. Sesquicentenario S.A.|1969|Diámetro 80cm|Esmalte sobre lámina de metal|1902|https://bga.uniandes.edu.co/catalogo/api/items/1902|"Recorte de periódico con la noticia ""Antonia Santos, una Heroína a Quien se Mantiene en el Olvido"""|30/06/1969|Periódico EL TIEMPO
176|https://bga.uniandes.edu.co/catalogo/api/items/176|Antonia Santos. Sesquicentenario S.A.|1969|Diámetro 80cm|Esmalte sobre lámina de metal|1903|https://bga.uniandes.edu.co/catalogo/api/items/1903|"Recorte de periódico con la noticia ""El ""Liceo Antonia Santos"" Exalta a la Heroína el 28"" "||
176|https://bga.uniandes.edu.co/catalogo/api/items/176|Antonia Santos. Sesquicentenario S.A.|1969|Diámetro 80cm|Esmalte sobre lámina de metal|1904|https://bga.uniandes.edu.co/catalogo/api/items/1904|Retrato de Antonia Santos||
177|https://bga.uniandes.edu.co/catalogo/api/items/177|Asesinada mujer en hospedaje. No ha sido posible identificarla.|1969|21x23 cm|Heliograbado sobre papel Edición de 5. Dos coloreadas con marcador|1905|https://bga.uniandes.edu.co/catalogo/api/items/1905|"Recorte de periódico con la noticia "" ASESINADA MUJER EN HOSPEDAJE"""||Periódico VANGUARDIA LIBERAL
1599|https://bga.uniandes.edu.co/catalogo/api/items/1599|Asesinada mujer en hospedaje negativo|1985|117x227 cm|Acrílico sobre tela cretona|1905|https://bga.uniandes.edu.co/catalogo/api/items/1905|"Recorte de periódico con la noticia "" ASESINADA MUJER EN HOSPEDAJE"""||Periódico VANGUARDIA LIBERAL
178|https://bga.uniandes.edu.co/catalogo/api/items/178|Asesinada mujer en hospedaje. No ha sido posible identificarla.|1969|25x20.7 cm|Tinta sobre papel mantequilla|1905|https://bga.uniandes.edu.co/catalogo/api/items/1905|"Recorte de periódico con la noticia "" ASESINADA MUJER EN HOSPEDAJE"""||Periódico VANGUARDIA LIBERAL
179|https://bga.uniandes.edu.co/catalogo/api/items/179|Asesinada mujer en hospedaje. No ha sido posible identificarla.|1969|25x20.7 cm|Heliograbado-segundo original|1905|https://bga.uniandes.edu.co/catalogo/api/items/1905|"Recorte de periódico con la noticia "" ASESINADA MUJER EN HOSPEDAJE"""||Periódico VANGUARDIA LIBERAL
1686|https://bga.uniandes.edu.co/catalogo/api/items/1686|Asesinada mujer en hospedaje positivo|1985|117x227 cm||1905|https://bga.uniandes.edu.co/catalogo/api/items/1905|"Recorte de periódico con la noticia "" ASESINADA MUJER EN HOSPEDAJE"""||Periódico VANGUARDIA LIBERAL
182|https://bga.uniandes.edu.co/catalogo/api/items/182|Ay Jerusalem, Jerusalem No 2|1969|100x120 cm|Esmalte sobre lámina de metal|1906|https://bga.uniandes.edu.co/catalogo/api/items/1906|Gráfica Molinari #07||Gráficas Molinari
181|https://bga.uniandes.edu.co/catalogo/api/items/181|Ay Jerusalem, Jerusalem|1969|100x120 cm|Tinta sobre papel mantequilla|1906|https://bga.uniandes.edu.co/catalogo/api/items/1906|Gráfica Molinari #07||Gráficas Molinari
183|https://bga.uniandes.edu.co/catalogo/api/items/183|Bolívar a grandes rasgos|1976 |70x80 cm|Óleo sobre tela|1893|https://bga.uniandes.edu.co/catalogo/api/items/1893|Gráfica Molinario #212||Gráficas Molinari
185|https://bga.uniandes.edu.co/catalogo/api/items/185|El jaguar colombiano |1969|24x26 cm|Tinta y contact sobre papel mantequilla|1907|https://bga.uniandes.edu.co/catalogo/api/items/1907|"Recorte de periódico con la imagen de ""El jaguar colombiano"" "||Periódico EL TIEMPO
186|https://bga.uniandes.edu.co/catalogo/api/items/186|El jaguar colombiano (segundo original)|1969|24x26 cm|Heliograbado sobre papel Segundo original|1907|https://bga.uniandes.edu.co/catalogo/api/items/1907|"Recorte de periódico con la imagen de ""El jaguar colombiano"" "||Periódico EL TIEMPO
184|https://bga.uniandes.edu.co/catalogo/api/items/184|El jaguar colombiano|1969|24x26 cm|Heliograbado sobre papel Edición de 5|1907|https://bga.uniandes.edu.co/catalogo/api/items/1907|"Recorte de periódico con la imagen de ""El jaguar colombiano"" "||Periódico EL TIEMPO
188|https://bga.uniandes.edu.co/catalogo/api/items/188|"Boceto de Epílogo del caso de la peluca. ""Defensor"", el pastor alemán, único testigo..."|1969|25x34 cm|Tinta y contact sobre papel mantequilla|1908|https://bga.uniandes.edu.co/catalogo/api/items/1908|"Recorte de periódico con la noticia "" Epílogo del ""caso de la peluca"": Juan Padilla, Acusado Principal Mató a su Esposa y se Suicidó"""|10/07/1968|Periódico EL TIEMPO
187|https://bga.uniandes.edu.co/catalogo/api/items/187|"Epílogo del caso de la peluca. ""Defensor"", el pastor,alemán, único testigo..."|1969|25x34 cm|Heliograbado|1908|https://bga.uniandes.edu.co/catalogo/api/items/1908|"Recorte de periódico con la noticia "" Epílogo del ""caso de la peluca"": Juan Padilla, Acusado Principal Mató a su Esposa y se Suicidó"""|10/07/1968|Periódico EL TIEMPO
193|https://bga.uniandes.edu.co/catalogo/api/items/193|La gráfica de Amparito muestra la forma como fue hallado el cadáver del desafortunado anciano Catalino Díaz Izquierdo|1969|20.5x25 cm|Heliograbado sobre papel Edición de 5|1909|https://bga.uniandes.edu.co/catalogo/api/items/1909|"Recorte de periódico con la noticia ""Asesinado un anciano en Barranca"""|17/04/1969|
197|https://bga.uniandes.edu.co/catalogo/api/items/197|Oh! Mamacita, cuando me vayan a enterrar, le agradezco que me vistan con el traje amarillo y la corbata que compré en estos días, cosa que me sienta en este momento, el pavito más contento de mi vida… mi desgracia. Ya más nunca los,volveré a molestar aparte de un favor que te voy a pedir: en mi ropa has de encontrar unas fotografías, dile a los de la prensa que no las vayan a publicar, que en casa tengo una grande... Mamita me les das un saludo muy, pero muy especial a la señora Sagrario y a las chicas que viven en esa...|1969|27x20 cm|Heliograbado sobre papel Edición de 5|1910|https://bga.uniandes.edu.co/catalogo/api/items/1910|"Recorte de periódico con noticia ""Ahorcandose se quita la vida un joven"""|09/02/1969|
196|https://bga.uniandes.edu.co/catalogo/api/items/196|Oh! Mamacita, cuando me vayan a enterrar, le agradezco que me vistan con el traje amarillo y la corbata que compré en estos días, cosa que me sienta en este momento, el pavito más contento de mi vida… mi desgracia. Ya más nunca los,volveré a molestar aparte de un favor que te voy a pedir: en mi ropa has de encontrar unas fotografías, dile a los de la prensa que no las vayan a publicar, que en casa tengo una grande... Mamita me les das un saludo muy, pero muy especial a la señora Sagrario y a las chicas que viven en esa...|1969|26.3x20 cm|Dibujo en tinta sobre papel mantequilla|1910|https://bga.uniandes.edu.co/catalogo/api/items/1910|"Recorte de periódico con noticia ""Ahorcandose se quita la vida un joven"""|09/02/1969|
195|https://bga.uniandes.edu.co/catalogo/api/items/195|Oh! Mamacita, cuando me vayan a enterrar, le agradezco que me vistan con el traje amarillo y la corbata que compré en estos días, cosa que me sienta en este momento, el pavito más contento de mi vida… mi desgracia. Ya más nunca los,volveré a molestar aparte de un favor que te voy a pedir: en mi ropa has de encontrar unas fotografías, dile a los de la prensa que no las vayan a publicar, que en casa tengo una grande... Mamita me les das un saludo muy, pero muy especial a la señora Sagrario y a las chicas que viven en esa...|1969|26.3x20 cm|Heliograbado – Segundo Original|1910|https://bga.uniandes.edu.co/catalogo/api/items/1910|"Recorte de periódico con noticia ""Ahorcandose se quita la vida un joven"""|09/02/1969|
194|https://bga.uniandes.edu.co/catalogo/api/items/194|Naturaleza viva No 2|1969|100x120cm|Esmalte sobre lámina de metal|1912|https://bga.uniandes.edu.co/catalogo/api/items/1912|Gráfica Molinari #15||Gráficas Molinari 
546|https://bga.uniandes.edu.co/catalogo/api/items/546|Canción de cuna Boceto|1970|70x100 cm|Tinta sobre papel mantequilla|1913|https://bga.uniandes.edu.co/catalogo/api/items/1913|Gráfica Molinari #278||Gráficas Molinari
1682|https://bga.uniandes.edu.co/catalogo/api/items/1682|Canción de cuna Estudio||70x150 cm|Esmalte sobre lámina de metal|1913|https://bga.uniandes.edu.co/catalogo/api/items/1913|Gráfica Molinari #278||Gráficas Molinari
